Number,Date,Site,Trap,Sex,Family,Genus,Species,Binomial,Notes
10543,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10544,8/14/2016,Plunkett,NT,F,Colletidae,Hylaeus,,Hylaeus spp.,
10545,8/14/2016,Plunkett,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10546,8/14/2016,Plunkett,NT,M,Colletidae,Hylaeus,mesillae,Hylaeus mesillae,
10547,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10548,8/14/2016,Plunkett,NT,M,Colletidae,Hylaeus,mesillae,Hylaeus mesillae,
10549,8/14/2016,Plunkett,Emergence,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10550,8/14/2016,Plunkett,Emergence,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10551,8/14/2016,Plunkett,Emergence,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10552,8/14/2016,Plunkett,Emergence,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10553,8/14/2016,Plunkett,Emergence,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10554,8/14/2016,Plunkett,Emergence,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10555,8/14/2016,Plunkett,Emergence,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
10556,8/15/2016,Bowman,Blue vane,F,Apidae,Melissodes,trinodis,Melissodes trinodis,
10557,8/15/2016,Bowman,Blue vane,M,Apidae,Melissodes,agilis,Melissodes agilis,
10558,8/15/2016,Bowman,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10559,8/15/2016,Bowman,NT,F,Apidae,Bombus,impatiens,Bombus impatiens,
10560,8/16/2016,Kaldenberg,Blue vane,F,Apidae,Bombus,pensylvanicus,Bombus pensylvanicus,
10561,8/16/2016,Kaldenberg,Blue vane,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
10562,8/16/2016,Kaldenberg,Blue vane,F,Apidae,Melissodes,trinodis,Melissodes trinodis,
10563,8/16/2016,Kaldenberg,Blue vane,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10564,8/16/2016,Kaldenberg,Blue vane,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10565,8/16/2016,Kaldenberg,Bowls,M,Apidae,Melissodes,bidentis,Melissodes bidentis,
10566,8/16/2016,Kaldenberg,Bowls,F,Apidae,Melissodes,trinodis,Melissodes trinodis,
10567,8/16/2016,Kaldenberg,Bowls,M,Apidae,Melissodes,desponsus,Melissodes desponsus,
10568,8/16/2016,Kaldenberg,Bowls,F,Megachilidae,Megachile,rotundata,Megachile rotundata,
10569,8/16/2016,Kaldenberg,Bowls,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10570,8/16/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10571,8/16/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10572,8/16/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10573,8/16/2016,Kaldenberg,NT,M,Apidae,Bombus,griseocollis,Bombus griseocollis,MORGAN START HERE
10574,8/16/2016,Kaldenberg,NT,F,Andrenidae,Andrena,krigiana,Andrena krigiana,
10575,8/16/2016,Kaldenberg,NT,M,Apidae,Triepeolus,remigatus,Triepeolus remigatus,
10576,8/16/2016,Kaldenberg,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10577,8/16/2016,Kaldenberg,NT,F,Halictidae,Halictus,confusus,Halictus confusus,
10578,8/16/2016,Kaldenberg,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10579,8/16/2016,Kaldenberg,NT,F,Halictidae,Halictus,confusus,Halictus confusus,
10580,8/16/2016,Kaldenberg,NT,F,Halictidae,Halictus,confusus,Halictus confusus,
10581,8/16/2016,Kaldenberg,NT,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
10582,8/16/2016,Kaldenberg,NT,M,Halictidae,Augochlorella,aurata,Augochlorella aurata,
10583,8/16/2016,Kaldenberg,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10584,8/16/2016,Kaldenberg,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10585,8/16/2016,Kaldenberg,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10586,8/16/2016,Kaldenberg,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10587,8/16/2016,Kaldenberg,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10588,8/16/2016,Kaldenberg,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10589,8/16/2016,Kaldenberg,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10590,8/16/2016,McClellan,Blue vane,F,Apidae,Bombus,pensylvanicus,Bombus pensylvanicus,
10591,8/16/2016,McClellan,Blue vane,F,Apidae,Bombus,griseocollis,Bombus griseocollis,
10592,8/16/2016,McClellan,Blue vane,F,Apidae,Melissodes,trinodis,Melissodes trinodis,
10593,8/16/2016,McClellan,Blue vane,F,Apidae,Melissodes,trinodis,Melissodes trinodis,
10594,8/16/2016,McClellan,Blue vane,M,Apidae,Melissodes,trinodis,Melissodes trinodis,
10595,8/16/2016,McClellan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10596,8/16/2016,McClellan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10597,8/16/2016,McClellan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10598,8/16/2016,McClellan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10599,8/16/2016,McClellan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10600,8/16/2016,McClellan,Bowls,F,Apidae,Bombus,pensylvanicus,Bombus pensylvanicus,
10601,8/16/2016,McClellan,Bowls,F,Apidae,Melissodes,desponsus,Melissodes desponsus,
10602,8/16/2016,McClellan,Bowls,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
10603,8/16/2016,McClellan,Bowls,F,Halictidae,Halictus,confusus,Halictus confusus,
10604,8/16/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10605,8/16/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10606,8/16/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10607,8/16/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10608,8/16/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10609,8/16/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10610,8/16/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10611,8/16/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10612,8/17/2016,Sloan,Blue vane,F,Apidae,Bombus,pensylvanicus,Bombus pensylvanicus,
10613,8/17/2016,Sloan,Blue vane,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
10614,8/17/2016,Sloan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10615,8/17/2016,Sloan,Blue vane,F,Apidae,Ceratina,dulpa,Ceratina dulpa,
10616,8/17/2016,Sloan,Bowls,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
10617,8/17/2016,Sloan,Bowls,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
10618,8/17/2016,Sloan,Bowls,F,Halictidae,Agapostemon,texanus,Agapostemon texanus,
10619,8/17/2016,Sloan,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10620,8/17/2016,Sloan,Bowls,F,Apidae,Triepeolus,donatus,Triepeolus donatus,Carly agrees
10621,8/17/2016,Sloan,Bowls,F,Halictidae,Halictus,rubicundus,Halictus rubicundus,Carly thinks it's Lasio Evylaeus cinctipes?
10622,8/17/2016,Sloan,Bowls,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10623,8/17/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10624,8/17/2016,Sloan,NT,F,Halictidae,Augochlora,pura,Augochlora pura,
10625,8/17/2016,Sloan,NT,F,Halictidae,Halictus,confusus,Halictus confusus,
10626,8/17/2016,Sloan,NT,F,Colletidae,Hylaeus,affinis,Hylaeus affinis,
10627,8/17/2016,Sloan,NT,M,Halictidae,Halictus,tripartitus,Halictus tripartitus,
10628,8/17/2016,Sloan,M,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10629,8/17/2016,Sloan,NT,M,Colletidae,Hylaeus,affinis,Hylaeus affinis,
10630,8/17/2016,Sloan,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10631,8/17/2016,Sloan,NT,M,Halictidae,Halictus,rubicundus,Halictus rubicundus,
10632,8/18/2016,Sheller,Blue vane,F,Apidae,Bombus,impatiens,Bombus impatiens,
10633,8/18/2016,Sheller,Blue vane,F,Apidae,Melissodes,druriellus,Melissodes druriellus,
10634,8/18/2016,Sheller,Blue vane,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
10635,8/18/2016,Sheller,Blue vane,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
10636,8/18/2016,Sheller,Blue vane,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
10637,8/18/2016,Sheller,Blue vane,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
10638,8/18/2016,Sheller,Blue vane,F,Apidae,Melissodes,trinodis,Melissodes trinodis,
10639,8/18/2016,Sheller,Blue vane,F,Apidae,Melissodes,trinodis,Melissodes trinodis,
10640,8/18/2016,Sheller,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10641,8/18/2016,Sheller,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10642,8/18/2016,Sheller,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10643,8/18/2016,Sheller,Bowls,F,Apidae,Melissodes,trinodis,Melissodes trinodis,
10644,8/18/2016,Sheller,Bowls,F,Halictidae,Halictus,farinosus,Halictus farinosus,
10645,8/18/2016,Sheller,Bowls,F,Halictidae,Halictus,rubicundus,Halictus rubicundus,
10646,8/18/2016,Sheller,Bowls,F,Halictidae,Halictus,rubicundus,Halictus rubicundus,
10647,8/18/2016,Sheller,Bowls,F,Halictidae,Halictus,rubicundus,Halictus rubicundus,
10648,8/18/2016,Sheller,Bowls,F,Halictidae,Halictus,confusus,Halictus confusus,
10649,8/18/2016,Sheller,Bowls,F,Halictidae,Halictus,confusus,Halictus confusus,
10650,8/18/2016,Sheller,Bowls,F,Halictidae,Halictus,confusus,Halictus confusus,
10651,8/18/2016,Sheller,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10652,8/18/2016,Sheller,Bowls,F,Halictidae,Halictus,confusus,Halictus confusus,
10653,8/18/2016,Sheller,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10654,8/18/2016,Sheller,NT,,Wasp,,,,
10655,8/18/2016,Sheller,NT,M,Halictidae,Halictus,rubicundus,Halictus rubicundus,
10656,8/18/2016,Sheller,NT,M,Halictidae,Halictus,rubicundus,Halictus rubicundus,
10657,8/18/2016,Sheller,NT,M,Halictidae,,,,
10658,8/18/2016,Sheller,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10659,8/18/2016,Sheller,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10660,8/18/2016,Sheller,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10661,8/18/2016,Sheller,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10662,8/18/2016,Sheller,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10663,8/18/2016,Sheller,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10664,8/18/2016,Sheller,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10665,8/18/2016,Sheller,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10666,8/18/2016,Sheller,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10667,8/18/2016,Sheller,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10668,8/18/2016,Sheller,NT,F,Colletidae,Hylaeus,affinis,Hylaeus affinis,
10669,8/18/2016,Sheller,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10670,8/18/2016,Sheller,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10671,8/18/2016,Sheller,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10672,8/18/2016,Sheller,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10673,8/18/2016,Sheller,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10674,8/18/2016,Sheller,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10675,8/18/2016,Sheller,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10676,8/18/2016,Sheller,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10677,8/18/2016,Sheller,NT,M,Halictidae,,,,
10678,8/18/2016,Sheller,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10679,8/18/2016,Sheller,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10680,8/18/2016,Sheller,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10681,8/18/2016,Sheller,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10682,8/18/2016,Sheller,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10683,8/18/2016,Sheller,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10684,8/18/2016,Sheller,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10685,8/18/2016,Sheller,NT,M,Halictidae,,,,
10686,8/18/2016,Sheller,Emergence,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
10687,8/18/2016,Sheller,Emergence,,Wasp,,,,
10688,8/18/2016,Sheller,Emergence,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10689,8/18/2016,Sheller,Emergence,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10690,8/18/2016,Sheller,Emergence,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10691,8/18/2016,Sheller,Emergence,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10692,8/18/2016,Sheller,Emergence,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10693,8/18/2016,Sheller,Emergence,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10694,8/18/2016,Sheller,Emergence,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10695,8/18/2016,Sheller,Emergence,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10696,8/22/2016,Cretsinger,Blue vane,M,Apidae,Melissodes,desponsus,Melissodes desponsus,
10697,8/22/2016,Cretsinger,Blue vane,M,Apidae,Melissodes,agilis,Melissodes agilis,
10698,8/22/2016,Cretsinger,Blue vane,F,Apidae,Ceratina,calcarata,Ceratina calcarata,
10699,8/22/2016,Cretsinger,Blue vane,F,Apidae,Ceratina,dupla,Ceratina dupla,
10700,8/22/2016,Cretsinger,Bowls,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
10701,8/22/2016,Cretsinger,Bowls,F,Apidae,Melissodes,trinodis,Melissodes trinodis,
10702,8/22/2016,Cretsinger,Bowls,F,Apidae,Melissodes,trinodis,Melissodes trinodis,
10703,8/22/2016,Cretsinger,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10704,8/22/2016,Cretsinger,Bowls,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10705,8/22/2016,Cretsinger,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10706,8/22/2016,Cretsinger,Bowls,F,Colletidae,Hylaeus,affinis,Hylaeus affinis,
10707,8/22/2016,Cretsinger,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10708,8/22/2016,Cretsinger,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10709,8/22/2016,Cretsinger,Bowls,F,Colletidae,Hylaeus,affinis,Hylaeus affinis,
10710,8/22/2016,Cretsinger,NT,F,Apidae,Bombus,impatiens,Bombus impatiens,
10711,8/22/2016,Cretsinger,NT,M,Apidae,Bombus,griseocollis,Bombus griseocollis,
10712,8/22/2016,Cretsinger,NT,M,Apidae,Bombus,griseocollis,Bombus griseocollis,
10713,8/22/2016,Cretsinger,NT,F,Apidae,Bombus,pensylvanicus,Bombus pensylvanicus,
10714,8/22/2016,Cretsinger,NT,F,Apidae,Bombus,impatiens,Bombus impatiens,
10715,8/22/2016,Cretsinger,NT,F,Apidae,Bombus,griseocollis,Bombus griseocollis,
10716,8/22/2016,Cretsinger,NT,F,Apidae,Bombus,impatiens,Bombus impatiens,
10717,8/22/2016,Cretsinger,NT,F,Apidae,Bombus,impatiens,Bombus impatiens,
10718,8/22/2016,Cretsinger,NT,F,Apidae,Bombus,impatiens,Bombus impatiens,
10719,8/22/2016,Cretsinger,NT,F,Apidae,Melissodes,bidentis,Melissodes bidentis,
10720,8/22/2016,Cretsinger,NT,F,Apidae,Melissodes,trinodis,Melissodes trinodis,
10721,8/22/2016,Cretsinger,NT,F,Megachilidae,Megachile,brevis,,
10722,8/22/2016,Cretsinger,NT,M,Apidae,Mellisodes,druriellis,Melissodes druriellis,
10723,8/22/2016,Cretsinger,NT,M,Apidae,Melissodes,denticulata,Melissodes denticulata,
10724,8/22/2016,Cretsinger,NT,M,Apidae,Melissodes,bidentis,Melissodes bidentis,
10725,8/22/2016,Cretsinger,NT,M,Andrenidae,Andrena,miserabilis,Andrena miserabilis,
10726,8/22/2016,Cretsinger,NT,M,Halictidae,Lasioglossum,,,
10727,8/31/2016,Peckumn,Blue vane,F,Apidae,Melissodes,trinodis,Melissodes trinodis,
10728,8/31/2016,Peckumn,Blue vane,F,Apidae,Melissodes,niveus,Melissodes niveus,
10729,8/31/2016,Peckumn,Blue vane,F,Apidae,Melissodes,agilis,Melissodes agilis,
10730,8/31/2016,Peckumn,Blue vane,F,Apidae,Melissodes,trinodis,Melissodes trinodis,
10731,8/31/2016,Peckumn,Blue vane,F,Apidae,Melissodes,trinodis,Melissodes trinodis,
10732,8/31/2016,Peckumn,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10733,8/31/2016,Peckumn,Bowls,F,Apidae,Bombus,impatiens,Bombus impatiens,
10734,8/31/2016,Peckumn,Bowls,F,Apidae,Melissodes,trinodis,Melissodes trinodis,
10735,8/31/2016,Peckumn,Bowls,F,Apidae,Melissodes,trinodis,Melissodes trinodis,
10736,8/31/2016,Peckumn,Bowls,F,Apidae,Melissodes,desponsa,Melissodes desponsa,
10737,8/31/2016,Peckumn,Bowls,F,Apidae,Melissodes,agilis,Mellisodes agilis,
10738,8/31/2016,Peckumn,Bowls,F,Apidae,Melissodes,comptoides,Mellisodes comptoides,
10739,8/31/2016,Peckumn,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10740,8/31/2016,Peckumn,Bowls,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10741,8/31/2016,Peckumn,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10742,8/31/2016,Peckumn,Bowls,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10743,8/31/2016,Peckumn,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10744,8/31/2016,Peckumn,NT,F,Apidae,Bombus,fraternus,Bombus fraternus,
10745,8/31/2016,Peckumn,NT,F,Apidae,Bombus,bimaculatus,Bombus bimaculatus,
10746,8/31/2016,Peckumn,NT,F,Apidae,Bombus,impatiens,Bombus impatiens,
10747,8/31/2016,Peckumn,NT,F,Apidae,Bombus,impatiens,Bombus impatiens,
10748,8/31/2016,Peckumn,NT,F,Apidae,Bombus,griseocollis,Bombus griseocollis,
10749,8/31/2016,Peckumn,NT,F,Apidae,Bombus,impatiens,Bombus impatiens,
10750,8/31/2016,Peckumn,NT,F,Apidae,Bombus,impatiens,Bombus impatiens,
10751,8/31/2016,Peckumn,NT,F,Apidae,Bombus,,,
10752,8/31/2016,Peckumn,NT,F,Apidae,Bombus,bimaculatus,Bombus bimaculatus,
10753,8/31/2016,Peckumn,NT,F,Apidae,Andrena,,,
10754,8/31/2016,Peckumn,NT,F,Apidae,Andrena,,,
10755,8/31/2016,Peckumn,NT,F,Apidae,Andrena,,,
10756,8/31/2016,Peckumn,NT,M,Apidae,Apis,mellifera,Apis mellifera,
10757,8/31/2016,Peckumn,NT,M,Apidae,Melissodes,,,
10758,8/31/2016,Peckumn,NT,M,Apidae,Melissodes,bidentis,Melissodes bidentis,
10759,8/31/2016,Peckumn,NT,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10760,8/31/2016,Peckumn,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10761,8/31/2016,Peckumn,NT,M,Halictidae,Dufourea,,,
10762,8/31/2016,Peckumn,NT,M,Halictidae,Augochlorella,aurata,Augoclorella aurata,
10763,8/31/2016,Peckumn,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10764,8/31/2016,Peckumn,NT,M,Halictidae,Lasioglossum,,,
10765,8/31/2016,Peckumn,NT,F,Halictidae,Hylaeus,,,
10766,8/31/2016,Peckumn,NT,F,Halictidae,Hylaeus,,,
10767,8/5/2016,Cretsinger,Blue vane,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
10768,8/5/2016,Cretsinger,Blue vane,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
10769,8/5/2016,Cretsinger,Blue vane,F,Halictidae,Halictus,confusus,Halictus confusus,
10770,8/5/2016,Cretsinger,Blue vane,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10771,8/5/2016,Cretsinger,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10772,8/5/2016,Cretsinger,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10773,8/5/2016,Cretsinger,Bowls,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
10774,8/5/2016,Cretsinger,Bowls,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
10775,8/5/2016,Cretsinger,Bowls,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
10776,8/5/2016,Cretsinger,Bowls,F,Apidae,,,,
10777,8/5/2016,Cretsinger,Bowls,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10778,8/5/2016,Cretsinger,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10779,8/5/2016,Cretsinger,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10780,8/5/2016,Cretsinger,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10781,8/5/2016,Cretsinger,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10782,8/5/2016,Cretsinger,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10783,8/5/2016,Cretsinger,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10784,8/5/2016,Cretsinger,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10785,8/5/2016,Cretsinger,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10786,8/5/2016,Cretsinger,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10787,8/5/2016,Cretsinger,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10788,8/5/2016,Cretsinger,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10789,8/5/2016,Cretsinger,NT,M,Apidae,Bombus,griseocollis,Bombus griseocollis,
10790,8/5/2016,Cretsinger,NT,F,Apidae,Bombus,pennsylvanicus,Bombus pennsylvanicus,
10791,8/5/2016,Cretsinger,NT,M,Apidae,Florilegus,condignus,Florilegus condignus,
10792,8/5/2016,Cretsinger,NT,F,Apidae,Bombus,impatiens,Bombus impatiens,
